id,category,product_class,product_sub_class,cost,margin,UPC_code,sku,date_marked_clearance,description,age,inventory_location,msrp,promotional_price,model_number,color,created_at,updated_at
499,Televisions,Speakers,In-Wall Speakers,545,16,2147483647,6807,10/1/2005,test 499,29,US,6825,1799,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
500,Home Audio,Speakers,"31""- 40""",8892,16,2147483647,9134,7/27/1982,test 500,50,US,9196,1618,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
501,Home Audio,LCD,In-Wall Speakers,9705,16,2147483647,7250,7/3/1977,test 501,39,US,1223,5222,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
502,Cameras,Surge Protectors,"31""- 40""",6823,16,2147483647,6750,3/16/2005,test 502,7,US,7073,3354,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
503,Accessories,Speakers,"31""- 40""",2324,16,2147483647,5336,10/4/1960,test 503,33,US,5248,1373,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
504,Home Audio,LCD,"21"" - 30""",3360,15,2147483647,4138,3/6/1965,test 504,36,US,9824,7268,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
505,Televisions,LCD,"41"" and above",4006,15,25142350,2700,5/25/1993,test 505,22,US,5590,2339,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
506,Home Audio,Speakers,"21"" - 30""",8466,16,2147483647,7676,10/24/1951,test 506,27,US,8707,7579,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
507,Home Audio,LCD,"21"" - 30""",5917,15,2147483647,4794,6/14/1974,test 507,14,US,8997,8581,1042008674,yellow,7/16/2009 9:23,7/16/2009 9:23
508,Accessories,Surge Protectors,"31""- 40""",568,15,2147483647,7180,3/11/1918,test 508,33,US,925,4780,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
509,Accessories,LCD,In-Wall Speakers,1784,16,753117698,9760,4/22/1962,test 509,22,US,7853,1659,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
510,Home Audio,Surge Protectors,"41"" and above",644,15,2147483647,195,10/5/1938,test 510,49,US,4303,2904,1022352271,white,7/16/2009 9:23,7/16/2009 9:23
511,Televisions,Speakers,"41"" and above",9096,16,2147483647,74,4/7/1974,test 511,20,US,2149,4995,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
512,Accessories,Digital,Power speakers,5601,16,2147483647,9584,9/11/1933,test 512,16,US,9220,3994,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
513,Home Audio,Surge Protectors,In-Wall Speakers,2694,15,2147483647,9006,11/1/1941,test 513,4,US,4271,8108,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
514,Accessories,LCD,In-Wall Speakers,3497,15,2147483647,2060,2/11/1918,test 514,21,US,9321,6736,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
515,Accessories,Digital,Power speakers,1816,16,2147483647,3722,6/24/1983,test 515,20,US,1030,2463,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
516,Home Audio,Speakers,"31""- 40""",7929,15,1349979327,9007,9/5/1960,test 516,32,US,1983,8133,1878706605,white,7/16/2009 9:23,7/16/2009 9:23
517,Home Audio,Digital,Power speakers,5163,16,2147483647,5444,5/1/1932,test 517,6,US,1547,5407,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
518,Home Audio,Surge Protectors,"41"" and above",8832,16,1830129980,1010,11/6/1921,test 518,38,US,2558,1795,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
519,Cameras,Surge Protectors,"21"" - 30""",6436,15,2147483647,2599,2/2/1914,test 519,29,US,1241,8201,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
520,Televisions,Digital,"41"" and above",2818,16,2147483647,7441,9/15/1938,test 520,33,US,3351,9380,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
521,Televisions,LCD,"21"" - 30""",9978,15,2147483647,8204,1/26/1982,test 521,37,US,7704,6847,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
522,Accessories,Surge Protectors,In-Wall Speakers,4437,16,2147483647,9926,2/22/1940,test 522,3,US,4859,910,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
523,Televisions,Surge Protectors,Power speakers,5397,16,1209274050,9942,4/18/1919,test 523,4,US,7673,6108,915930652,black,7/16/2009 9:23,7/16/2009 9:23
524,Accessories,LCD,"41"" and above",1539,16,2147483647,1358,4/22/1990,test 524,43,US,1149,7329,794693765,yellow,7/16/2009 9:23,7/16/2009 9:23
525,Home Audio,Surge Protectors,"21"" - 30""",5608,16,2147483647,2704,3/7/1920,test 525,18,US,9808,2560,1160564448,white,7/16/2009 9:23,7/16/2009 9:23
526,Cameras,LCD,"41"" and above",8803,15,910148115,4874,9/11/1984,test 526,15,US,2602,11,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
527,Accessories,Surge Protectors,Power speakers,5028,16,2147483647,2156,11/10/1947,test 527,1,US,6455,1685,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
528,Home Audio,Speakers,"21"" - 30""",7927,16,1678011200,8048,7/5/2003,test 528,23,US,9299,9335,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
529,Accessories,Surge Protectors,"21"" - 30""",4329,15,2147483647,2772,9/21/1974,test 529,25,US,9072,8798,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
530,Cameras,LCD,"31""- 40""",4137,15,2147483647,731,7/9/1980,test 530,29,US,5898,304,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
531,Home Audio,LCD,"21"" - 30""",6243,16,2147483647,3260,1/3/1994,test 531,35,US,5706,6274,520062858,red,7/16/2009 9:23,7/16/2009 9:23
532,Cameras,Speakers,In-Wall Speakers,7799,15,2147483647,9128,6/18/1995,test 532,42,US,8483,819,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
533,Accessories,Surge Protectors,"21"" - 30""",6233,16,2147483647,1397,3/24/1964,test 533,9,US,9815,9403,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
534,Accessories,Speakers,"41"" and above",8815,15,1060777681,6616,7/26/1993,test 534,37,US,2264,1701,1931897609,black,7/16/2009 9:23,7/16/2009 9:23
535,Televisions,LCD,"21"" - 30""",36,16,1923365387,2617,9/17/1915,test 535,2,US,1902,7787,1058508419,black,7/16/2009 9:23,7/16/2009 9:23
536,Home Audio,Surge Protectors,"21"" - 30""",2927,15,2147483647,9361,4/23/2006,test 536,10,US,5291,3575,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
537,Televisions,Speakers,In-Wall Speakers,6666,16,2147483647,5246,7/26/1960,test 537,21,US,6539,2107,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
538,Televisions,Digital,"21"" - 30""",1189,16,2147483647,39,3/7/1929,test 538,10,US,8865,1929,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
539,Accessories,Speakers,"41"" and above",2702,16,2147483647,2930,11/2/1965,test 539,39,US,8051,4912,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
540,Home Audio,Speakers,In-Wall Speakers,1844,16,2147483647,9057,10/20/1983,test 540,7,US,7083,671,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
541,Televisions,LCD,"31""- 40""",8346,16,1405195342,1238,10/2/2008,test 541,4,US,9603,3877,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
542,Cameras,Speakers,Power speakers,4882,15,2147483647,3254,2/9/1974,test 542,39,US,7589,8225,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
543,Televisions,LCD,In-Wall Speakers,9250,15,1395047645,7319,8/20/1983,test 543,6,US,1615,7968,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
544,Home Audio,Speakers,"21"" - 30""",9469,15,2147483647,9693,6/24/1965,test 544,49,US,8387,8641,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
545,Televisions,Speakers,In-Wall Speakers,9099,15,370942391,2716,11/15/1913,test 545,6,US,8459,4077,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
546,Televisions,Surge Protectors,"31""- 40""",1851,15,2147483647,3702,5/3/1927,test 546,50,US,8250,9760,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
547,Home Audio,LCD,In-Wall Speakers,3472,16,2147483647,5307,6/13/1911,test 547,1,US,7645,147,342534243,black,7/16/2009 9:23,7/16/2009 9:23
548,Home Audio,LCD,"21"" - 30""",6379,15,2147483647,5057,9/25/1924,test 548,5,US,548,8940,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
549,Accessories,LCD,Power speakers,5596,15,2147483647,7003,9/19/1937,test 549,36,US,8008,6272,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
550,Home Audio,LCD,"31""- 40""",6000,15,1471355428,447,3/3/1970,test 550,45,US,8932,9867,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
551,Televisions,Surge Protectors,"31""- 40""",3947,16,2147483647,377,6/19/1946,test 551,6,US,6339,728,2133656632,green,7/16/2009 9:23,7/16/2009 9:23
552,Accessories,Speakers,"41"" and above",4631,15,2147483647,3681,11/3/1966,test 552,17,US,4111,7486,450387694,blue,7/16/2009 9:23,7/16/2009 9:23
553,Televisions,LCD,"41"" and above",460,16,1001724136,3179,10/22/2004,test 553,15,US,6026,5898,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
554,Cameras,Digital,"31""- 40""",1909,16,322107604,7163,2/25/1958,test 554,34,US,2448,5925,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
555,Home Audio,Surge Protectors,In-Wall Speakers,9321,16,1594796283,945,9/4/1913,test 555,36,US,7710,6278,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
556,Accessories,LCD,"31""- 40""",4430,16,2147483647,9268,7/15/1915,test 556,28,US,5056,3149,1863634277,black,7/16/2009 9:23,7/16/2009 9:23
557,Televisions,Digital,Power speakers,9872,15,2147483647,8085,9/22/1940,test 557,3,US,2398,8908,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
558,Televisions,LCD,Power speakers,3558,15,1064913349,133,2/26/1969,test 558,48,US,9171,9922,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
559,Home Audio,Surge Protectors,In-Wall Speakers,7256,15,2147483647,2663,6/26/1995,test 559,20,US,7726,9734,859643878,red,7/16/2009 9:23,7/16/2009 9:23
560,Televisions,LCD,Power speakers,1809,15,2147483647,3575,1/14/1988,test 560,34,US,6582,5876,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
561,Televisions,LCD,"41"" and above",6507,16,2147483647,9683,2/25/2001,test 561,39,US,7342,4178,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
562,Televisions,Surge Protectors,Power speakers,4126,15,2065643446,1264,5/1/1968,test 562,38,US,2614,657,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
563,Televisions,Digital,Power speakers,1857,16,2147483647,6241,2/13/1985,test 563,14,US,7384,3770,1667422644,green,7/16/2009 9:23,7/16/2009 9:23
564,Televisions,Speakers,In-Wall Speakers,2991,15,2147483647,6108,1/2/1995,test 564,48,US,1315,1821,2071839580,blue,7/16/2009 9:23,7/16/2009 9:23
565,Accessories,Surge Protectors,"31""- 40""",7422,16,1948285996,8362,7/23/1980,test 565,9,US,3800,1687,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
566,Cameras,Digital,"31""- 40""",6487,15,2147483647,6659,5/27/1975,test 566,31,US,1679,8516,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
567,Cameras,Speakers,Power speakers,736,15,2147483647,8735,10/8/1982,test 567,45,US,4400,6716,1962430681,white,7/16/2009 9:23,7/16/2009 9:23
568,Home Audio,Digital,"41"" and above",2916,15,2147483647,3084,10/2/1917,test 568,20,US,2431,4631,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
569,Accessories,Surge Protectors,"21"" - 30""",3413,16,2147483647,1445,4/9/1920,test 569,9,US,1921,6122,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
570,Cameras,LCD,Power speakers,1782,16,2147483647,4113,6/15/1980,test 570,33,US,4058,9174,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
571,Televisions,Digital,In-Wall Speakers,4461,15,324101733,9667,4/17/1964,test 571,29,US,9053,876,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
572,Cameras,Speakers,"21"" - 30""",6721,15,2147483647,5791,2/13/1921,test 572,26,US,3695,9933,885502693,red,7/16/2009 9:23,7/16/2009 9:23
573,Cameras,Speakers,Power speakers,7469,16,2147483647,1808,10/20/1965,test 573,6,US,779,4387,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
574,Home Audio,Surge Protectors,In-Wall Speakers,5267,16,2147483647,5119,7/23/1997,test 574,22,US,6511,8504,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
575,Accessories,Speakers,Power speakers,2484,15,2147483647,2556,3/19/1986,test 575,3,US,6310,5336,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
576,Home Audio,Surge Protectors,Power speakers,787,16,1377266603,1371,3/12/1995,test 576,18,US,1950,206,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
577,Accessories,Digital,"21"" - 30""",9602,16,349542752,9145,8/7/1954,test 577,2,US,8542,9415,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
578,Accessories,Speakers,"41"" and above",9439,15,2147483647,1752,7/22/1983,test 578,25,US,1215,4999,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
579,Accessories,Surge Protectors,"21"" - 30""",722,15,2147483647,5352,10/13/1981,test 579,8,US,1982,8472,1886287460,green,7/16/2009 9:23,7/16/2009 9:23
580,Home Audio,LCD,In-Wall Speakers,3212,15,2147483647,8608,5/22/1989,test 580,28,US,3420,438,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
581,Televisions,Surge Protectors,In-Wall Speakers,3222,15,2147483647,6648,5/13/1963,test 581,21,US,6997,7093,612191724,black,7/16/2009 9:23,7/16/2009 9:23
582,Accessories,LCD,Power speakers,8523,16,2147483647,1265,8/5/1919,test 582,40,US,6002,4449,551137895,blue,7/16/2009 9:23,7/16/2009 9:23
583,Televisions,Speakers,Power speakers,5462,15,2147483647,8002,10/23/1931,test 583,9,US,9031,2872,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
584,Accessories,LCD,"41"" and above",9778,16,2147483647,4210,3/13/1989,test 584,23,US,5552,918,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
585,Cameras,Surge Protectors,Power speakers,6385,16,2147483647,3790,6/6/1968,test 585,28,US,4049,5528,1099780089,green,7/16/2009 9:23,7/16/2009 9:23
586,Cameras,Speakers,"21"" - 30""",8769,16,2147483647,7924,2/17/1933,test 586,9,US,4357,6035,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
587,Home Audio,Surge Protectors,In-Wall Speakers,2613,15,1188169308,8300,6/14/1923,test 587,25,US,3755,632,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
588,Accessories,Surge Protectors,"31""- 40""",8248,16,446399492,2988,6/3/1918,test 588,7,US,7364,2152,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
589,Televisions,Surge Protectors,"21"" - 30""",2155,15,2147483647,8488,7/17/1979,test 589,47,US,4057,9440,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
590,Accessories,Surge Protectors,"31""- 40""",2317,15,2147483647,1180,11/11/1937,test 590,1,US,695,6171,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
591,Home Audio,Digital,"31""- 40""",7339,15,2147483647,6826,4/20/2000,test 591,32,US,6201,1663,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
592,Home Audio,Digital,"41"" and above",5244,15,2147483647,3914,3/4/1982,test 592,20,US,8802,1018,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
593,Cameras,Surge Protectors,"31""- 40""",9715,16,439535432,9740,2/17/1914,test 593,13,US,3535,1143,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
594,Accessories,LCD,In-Wall Speakers,5263,15,1482538405,2345,9/23/1937,test 594,31,US,3101,1191,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
595,Accessories,Speakers,"41"" and above",1072,16,2147483647,1041,11/22/1956,test 595,29,US,6588,2564,826511582,yellow,7/16/2009 9:23,7/16/2009 9:23
596,Cameras,Surge Protectors,Power speakers,3166,15,2147483647,4019,11/10/1988,test 596,22,US,3802,2604,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
597,Home Audio,Digital,"21"" - 30""",552,16,2147483647,9793,11/4/1935,test 597,46,US,4259,1614,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
598,Home Audio,Digital,"31""- 40""",5460,15,2147483647,9717,7/7/1993,test 598,8,US,178,9624,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
599,Accessories,LCD,"21"" - 30""",1697,16,2147483647,1065,6/16/1979,test 599,44,US,7853,2882,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
600,Accessories,LCD,In-Wall Speakers,2734,16,2147483647,8870,10/10/1934,test 600,7,US,7842,8524,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
601,Home Audio,Digital,"31""- 40""",1627,15,2147483647,1687,6/11/1924,test 601,11,US,2224,9378,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
602,Cameras,Digital,Power speakers,8212,15,2147483647,3735,6/4/1986,test 602,3,US,3241,2236,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
603,Home Audio,Surge Protectors,Power speakers,5495,16,1364676651,3673,3/1/1948,test 603,29,US,5096,62,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
604,Televisions,LCD,In-Wall Speakers,1194,15,2147483647,7465,10/16/1997,test 604,14,US,7561,2015,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
605,Home Audio,Surge Protectors,Power speakers,1813,15,1765615993,2129,11/20/1915,test 605,24,US,4514,4263,1628406077,black,7/16/2009 9:23,7/16/2009 9:23
606,Home Audio,LCD,Power speakers,9095,15,2147483647,2262,1/9/1965,test 606,12,US,4758,2000,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
607,Cameras,LCD,"31""- 40""",2310,16,2147483647,7717,7/5/1952,test 607,25,US,5251,3546,1158248365,green,7/16/2009 9:23,7/16/2009 9:23
608,Cameras,Speakers,"31""- 40""",3379,15,2147483647,4285,8/3/1933,test 608,10,US,8089,6632,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
609,Accessories,Digital,"41"" and above",2214,15,2147483647,8800,4/26/1966,test 609,21,US,4241,474,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
610,Home Audio,LCD,In-Wall Speakers,1417,15,2147483647,8352,4/10/1992,test 610,42,US,5783,826,1875498974,red,7/16/2009 9:23,7/16/2009 9:23
611,Home Audio,Digital,"41"" and above",9657,16,2147483647,3984,8/1/1960,test 611,6,US,6078,3596,968478742,red,7/16/2009 9:23,7/16/2009 9:23
612,Cameras,Digital,"21"" - 30""",5441,15,2147483647,774,7/9/1944,test 612,1,US,8203,3751,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
613,Home Audio,Speakers,"41"" and above",7814,15,2147483647,7934,4/22/1996,test 613,2,US,1868,2156,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
614,Accessories,Surge Protectors,"31""- 40""",1394,16,1546621300,8427,3/12/2006,test 614,42,US,4547,3766,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
615,Accessories,Surge Protectors,"31""- 40""",8134,16,2147483647,4310,2/6/1927,test 615,46,US,9965,5013,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
616,Cameras,Surge Protectors,In-Wall Speakers,99,16,2147483647,1632,11/1/2007,test 616,38,US,9766,4775,1825518321,blue,7/16/2009 9:23,7/16/2009 9:23
617,Accessories,LCD,Power speakers,3111,16,2147483647,9908,8/17/1968,test 617,22,US,1079,7314,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
618,Cameras,Speakers,"31""- 40""",2253,15,2147483647,9980,9/4/1987,test 618,46,US,6454,4588,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
619,Cameras,Surge Protectors,"21"" - 30""",8321,16,2147483647,8828,3/8/1922,test 619,45,US,9797,5059,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
620,Home Audio,LCD,Power speakers,7851,15,2147483647,1585,8/21/1976,test 620,28,US,2234,9050,54150655,blue,7/16/2009 9:23,7/16/2009 9:23
621,Home Audio,Speakers,Power speakers,4989,16,2147483647,3132,2/5/1981,test 621,11,US,3360,5706,74016901,yellow,7/16/2009 9:23,7/16/2009 9:23
622,Cameras,Speakers,"41"" and above",8845,15,2147483647,7189,2/20/1919,test 622,19,US,9523,8723,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
623,Home Audio,Speakers,In-Wall Speakers,9088,15,2147483647,5100,3/11/1943,test 623,18,US,5842,5761,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
624,Cameras,Speakers,Power speakers,3326,16,2147483647,1132,10/23/1942,test 624,22,US,7620,672,1096775029,yellow,7/16/2009 9:23,7/16/2009 9:23
625,Accessories,Digital,In-Wall Speakers,3099,16,2147483647,6240,2/3/1981,test 625,46,US,2741,8230,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
626,Cameras,Surge Protectors,"41"" and above",8516,16,2147483647,1831,2/19/1964,test 626,11,US,7672,9161,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
627,Home Audio,LCD,"41"" and above",9550,15,2147483647,5331,2/5/1932,test 627,50,US,3144,2273,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
628,Home Audio,Digital,Power speakers,7654,16,2147483647,9292,3/8/1916,test 628,17,US,5488,2557,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
629,Cameras,Speakers,"31""- 40""",8283,16,2147483647,9961,3/12/1921,test 629,32,US,457,5312,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
630,Televisions,Digital,"31""- 40""",2448,15,2147483647,1528,4/10/1921,test 630,47,US,7963,2098,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
631,Cameras,Surge Protectors,Power speakers,3520,15,1655414008,9614,5/1/1972,test 631,33,US,634,9779,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
632,Home Audio,Digital,Power speakers,2627,16,115938294,1302,10/8/1938,test 632,39,US,5782,5053,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
633,Cameras,Surge Protectors,"41"" and above",411,15,2147483647,9673,8/2/1941,test 633,12,US,5046,3701,49596469,red,7/16/2009 9:23,7/16/2009 9:23
634,Televisions,Speakers,"41"" and above",7705,15,1503910058,6722,8/7/1948,test 634,22,US,1573,2393,700507877,green,7/16/2009 9:23,7/16/2009 9:23
635,Home Audio,Speakers,Power speakers,6998,16,2147483647,4069,9/11/2005,test 635,26,US,2223,3251,16092265,yellow,7/16/2009 9:23,7/16/2009 9:23
636,Cameras,Surge Protectors,In-Wall Speakers,7607,15,2147483647,6745,2/13/1913,test 636,22,US,2154,9095,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
637,Televisions,Surge Protectors,In-Wall Speakers,409,16,2147483647,8712,6/27/1946,test 637,26,US,249,3444,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
638,Home Audio,Surge Protectors,"31""- 40""",804,15,2147483647,1567,10/17/1968,test 638,23,US,3031,2273,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
639,Home Audio,Digital,"31""- 40""",2575,15,2147483647,5106,4/5/1998,test 639,19,US,867,1709,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
640,Accessories,Speakers,In-Wall Speakers,7138,15,2147483647,6334,8/24/1942,test 640,14,US,6696,5964,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
641,Cameras,LCD,"31""- 40""",9644,16,2147483647,209,3/21/1962,test 641,50,US,2047,9328,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
642,Accessories,Speakers,In-Wall Speakers,3641,15,2147483647,3142,9/14/1927,test 642,10,US,667,8837,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
643,Cameras,Speakers,"31""- 40""",2207,15,2147483647,751,2/4/1941,test 643,34,US,638,9702,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
644,Accessories,Speakers,Power speakers,9675,15,1207033194,7985,2/3/1927,test 644,38,US,5423,5788,2147483647,red,7/16/2009 9:23,7/16/2009 9:23
645,Cameras,Speakers,"41"" and above",3214,15,2147483647,9837,9/7/1924,test 645,46,US,8976,9040,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
646,Cameras,Digital,"21"" - 30""",3846,15,2147483647,9549,7/14/1990,test 646,22,US,5758,6004,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
647,Televisions,Speakers,In-Wall Speakers,1115,15,2147483647,3691,8/5/1997,test 647,22,US,479,7549,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
648,Televisions,Surge Protectors,In-Wall Speakers,2740,15,2147483647,6419,9/11/1945,test 648,46,US,8722,4168,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
649,Home Audio,Surge Protectors,"31""- 40""",2474,16,2147483647,5535,4/4/1961,test 649,39,US,6261,5580,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
650,Cameras,Digital,In-Wall Speakers,4579,15,2147483647,2370,10/2/1961,test 650,49,US,1001,795,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
651,Televisions,Speakers,"21"" - 30""",5676,15,2147483647,5413,5/25/1922,test 651,18,US,8029,9166,451919521,yellow,7/16/2009 9:23,7/16/2009 9:23
652,Accessories,Digital,In-Wall Speakers,5631,16,2147483647,5484,10/14/1954,test 652,15,US,9537,3845,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
653,Televisions,LCD,In-Wall Speakers,7958,16,2147483647,29,10/12/1937,test 653,15,US,4911,6161,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
654,Televisions,LCD,"31""- 40""",7824,15,2147483647,1332,1/2/1914,test 654,39,US,7041,5359,540790467,white,7/16/2009 9:23,7/16/2009 9:23
655,Home Audio,Digital,Power speakers,634,15,2147483647,7698,7/1/2008,test 655,31,US,7470,7160,158145968,white,7/16/2009 9:23,7/16/2009 9:23
656,Cameras,Speakers,"41"" and above",5115,16,2147483647,9136,7/8/1911,test 656,22,US,7753,6292,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
657,Televisions,LCD,"31""- 40""",6288,15,2147483647,1656,8/13/1955,test 657,17,US,6504,104,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
658,Accessories,Digital,"21"" - 30""",1591,16,2147483647,5912,8/7/1994,test 658,23,US,4568,2749,2147483647,yellow,7/16/2009 9:23,7/16/2009 9:23
659,Cameras,Speakers,In-Wall Speakers,1451,16,2147483647,9990,10/18/1983,test 659,18,US,9662,183,2147483647,white,7/16/2009 9:23,7/16/2009 9:23
660,Accessories,Speakers,"31""- 40""",9085,16,2147483647,9559,7/5/1936,test 660,18,US,2216,3121,98431533,yellow,7/16/2009 9:23,7/16/2009 9:23
661,Televisions,Surge Protectors,Power speakers,7366,15,2147483647,8601,11/12/1991,test 661,17,US,2922,9279,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
662,Home Audio,LCD,"21"" - 30""",9479,16,1018312171,8025,5/12/1990,test 662,35,US,1378,410,2147483647,black,7/16/2009 9:23,7/16/2009 9:23
663,Home Audio,Surge Protectors,"41"" and above",6980,16,691931752,4632,10/23/1982,test 663,31,US,7189,3071,2147483647,green,7/16/2009 9:23,7/16/2009 9:23
664,Cameras,LCD,"31""- 40""",1146,15,2147483647,9738,1/21/2002,test 664,40,US,3872,4228,2147483647,blue,7/16/2009 9:23,7/16/2009 9:23
